area_code,PRO_NAME,LEVEL_2_TYPE,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
851Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
898Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
898Y,常温水果项目,生鲜水果,,生鲜类,人参果
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
010Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
020Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
023Y,滋补品项目,中药材,,医药保健,其它中药材
023Y,牛羊肉项目,生鲜肉类,,生鲜类,羊肉
024Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
025Y,海鲜水产项目,海鲜水产,,生鲜类,海兔子
025Y,常温水果项目,生鲜水果,,生鲜类,木瓜
029Y,预制菜项目,熟食类,,副食干货类,凉拌菜
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
029Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
316Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
316Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
316Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
371Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
431Y,滋补品项目,中药材,,医药保健,枸杞
431Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
451Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
471Y,预制菜项目,熟食类,,副食干货类,熟食肉类
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
510Y,肉类熟食项目,生鲜肉类,,生鲜类,蛇肉
512Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
531Y,茶叶项目,茶类,,副食干货类,黄茶
532Y,蔬菜项目,生鲜蔬菜,,生鲜类,苦瓜
536Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
536Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
579Y,预制菜项目,熟食类,,副食干货类,熟食肉类
592Y,蔬菜项目,生鲜蔬菜,,生鲜类,菌菇
592Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
592Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
595Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
595Y,预制菜项目,冻食类,,副食干货类,丸子
752Y,肉类熟食项目,生鲜肉类,,生鲜类,鸭肉
755Y,蔬菜项目,生鲜蔬菜,,生鲜类,芋头
755Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
757Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
760Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
771Y,海鲜水产项目,海鲜水产,,生鲜类,海参
871Y,肉类熟食项目,生鲜肉类,,生鲜类,鸭肉
898Y,粽子项目,熟食类,万元,副食干货类,粽子
931Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
991Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
010Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
010Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
021Y,滋补品项目,中药材,,医药保健,鹿鞭
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
023Y,常温水果项目,生鲜水果,,生鲜类,人参果
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
024Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
027Y,茶叶项目,茶类,,副食干货类,黑茶
028Y,蟹项目,蟹类,万元,生鲜类,大闸蟹
028Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
028Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
311Y,月饼项目,月饼类,,副食干货类,肉类月饼
311Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
311Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
311Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
351Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
351Y,常温水果项目,生鲜水果,,生鲜类,无花果
451Y,粮油副食项目,粮油调味,,副食干货类,面食
471Y,预制菜项目,熟食类,,副食干货类,香肠火腿
471Y,常温水果项目,生鲜水果,,生鲜类,橄榄
471Y,常温水果项目,生鲜水果,,生鲜类,圣女果
510Y,茶叶项目,茶类,,副食干货类,红茶
512Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
517Y,肉类熟食项目,生鲜肉类,,生鲜类,鸭肉
517Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
531Y,蟹项目,蟹类,,生鲜类,面包蟹
532Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
532Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
532Y,龙虾项目,海鲜水产,万元,生鲜类,龙虾
536Y,海鲜水产项目,海鲜水产,,生鲜类,鲍鱼
551Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
551Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
577Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
579Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
591Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
592Y,茶叶项目,茶类,,副食干货类,茶叶
595Y,滋补品项目,中药材,,医药保健,鹿血
595Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
595Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
731Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
752Y,预制菜项目,粮油调味,,副食干货类,豆制品
752Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
755Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
760Y,预制菜项目,冻食类,万元,副食干货类,饺子
760Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
760Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
791Y,桔橙项目,生鲜水果,,生鲜类,油甘
791Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
851Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
871Y,参茸项目,中药材,,医药保健,鹿茸
898Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
931Y,预制菜项目,休闲食品,,副食干货类,自热食品
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
991Y,常温水果项目,生鲜水果,,生鲜类,榴莲
010Y,预制菜项目,熟食类,,副食干货类,卤味
020Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
021Y,粮油副食项目,粮油调味,,副食干货类,豆类
022Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
022Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
023Y,粽子项目,熟食类,万元,副食干货类,粽子
023Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
024Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
025Y,预制菜项目,熟食类,,副食干货类,熟食肉类
025Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
025Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
025Y,常温水果项目,生鲜水果,,生鲜类,鲜核桃
029Y,石榴项目,生鲜水果,万元,生鲜类,番石榴/石榴
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
316Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
316Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
316Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
371Y,滋补品项目,保健滋补,,医药保健,燕窝
431Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
431Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
471Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
510Y,预制菜项目,冻食类,,副食干货类,汤圆
512Y,预制菜项目,熟食类,,副食干货类,卤味
513Y,常温水果项目,生鲜水果,,生鲜类,红毛丹
517Y,滋补品项目,饮料冲调,万元,副食干货类,蜂蜜
531Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
536Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
536Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
551Y,滋补品项目,中药材,,医药保健,灵芝
571Y,常温水果项目,生鲜水果,,生鲜类,甘蔗
574Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
574Y,常温水果项目,生鲜水果,,生鲜类,牛油果
577Y,滋补品项目,中药材,,医药保健,灵芝
577Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
591Y,茶叶项目,中药材,,医药保健,石斛/枫斗
592Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
592Y,茶叶项目,茶类,,副食干货类,铁观音
755Y,预制菜项目,熟食类,,副食干货类,熟食肉类
760Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
769Y,常温水果项目,生鲜水果,,生鲜类,西梅
771Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
791Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲藕/藕带
791Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
851Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
851Y,常温水果项目,生鲜水果,,生鲜类,香蕉
898Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
021Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
024Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
028Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
028Y,参茸项目,中药材,,医药保健,人参
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
029Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
029Y,常温水果项目,生鲜水果,,生鲜类,橄榄
311Y,梨项目,生鲜水果,万元,生鲜类,梨子
316Y,牛羊肉项目,生鲜肉类,,生鲜类,羊排
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
431Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
431Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
451Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
451Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,菜苗
513Y,预制菜项目,休闲食品,,副食干货类,自热食品
513Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
517Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
517Y,茶叶项目,茶类,,副食干货类,罗汉果
531Y,预制菜项目,冻食类,万元,副食干货类,饺子
577Y,蟹项目,蟹类,,生鲜类,梭子蟹
577Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
579Y,预制菜项目,冻食类,万元,副食干货类,饺子
579Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
591Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
592Y,常温水果项目,生鲜水果,,生鲜类,黄皮果
755Y,杏项目,生鲜水果,万元,生鲜类,杏子
755Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
755Y,桔橙项目,生鲜水果,,生鲜类,油甘
760Y,火龙果项目,生鲜水果,万元,生鲜类,火龙果
760Y,禽鱼项目,活体类,,生鲜类,活体
769Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
769Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
769Y,茶叶项目,茶类,,副食干货类,青茶
771Y,蔬菜项目,生鲜蔬菜,,生鲜类,萝卜
791Y,预制菜项目,熟食类,,副食干货类,熟食肉类
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
020Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
021Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
022Y,海鲜水产项目,干货,万元,副食干货类,海产干货
022Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
023Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
023Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
024Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
027Y,滋补品项目,中药材,,医药保健,金银花
028Y,茶叶项目,茶类,,副食干货类,龙井
029Y,预制菜项目,熟食类,,副食干货类,熟食菜品
029Y,常温水果项目,生鲜水果,,生鲜类,柠檬
316Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
351Y,粮油副食项目,粮油调味,,副食干货类,面食
371Y,预制菜项目,粮油调味,,副食干货类,豆制品
371Y,肉类熟食项目,生鲜肉类,,生鲜类,鸟肉
431Y,预制菜项目,熟食类,,副食干货类,凉皮
431Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
451Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
471Y,常温水果项目,生鲜水果,,生鲜类,黑老虎
512Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
517Y,粽子项目,熟食类,万元,副食干货类,粽子
517Y,蟹项目,蟹类,,生鲜类,螃蟹
517Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
531Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
532Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
532Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
536Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
536Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
551Y,禽鱼项目,活体类,,生鲜类,观赏类
551Y,禽鱼项目,活体类,,生鲜类,活体
577Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
579Y,滋补品项目,中药材,,医药保健,鹿鞭
579Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
592Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
731Y,桔橙项目,生鲜水果,,生鲜类,桔子/橘子
731Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
752Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
755Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
755Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
757Y,月饼项目,月饼类,,副食干货类,肉类月饼
757Y,常温水果项目,生鲜水果,,生鲜类,椰子
791Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
791Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
871Y,常温水果项目,生鲜水果,,生鲜类,无花果
931Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
010Y,枣项目,生鲜水果,,生鲜类,冬枣/鲜枣
010Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
010Y,茶叶项目,茶类,,副食干货类,龙井
020Y,柚子项目,生鲜水果,万元,生鲜类,柚子
020Y,禽鱼项目,活体类,,生鲜类,观赏类
020Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
021Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
023Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
024Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
025Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
025Y,干货项目,干货,万元,副食干货类,蔬菜干货
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
316Y,滋补品项目,中药材,,医药保健,金银花
316Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
471Y,茶叶项目,茶类,,副食干货类,绿茶
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,茄子豆角
512Y,常温水果项目,生鲜水果,,生鲜类,覆盆莓
513Y,茶叶项目,茶类,,副食干货类,黄茶
517Y,预制菜项目,冻食类,万元,副食干货类,饺子
531Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
531Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
531Y,茶叶项目,茶类,,副食干货类,罗汉果
536Y,蟹项目,蟹类,,生鲜类,梭子蟹
551Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
571Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
591Y,常温水果项目,生鲜水果,,生鲜类,山楂果
592Y,月饼项目,月饼类,,副食干货类,肉类月饼
731Y,滋补品项目,中药材,,医药保健,灵芝
752Y,滋补品项目,中药材,,医药保健,金银花
755Y,常温水果项目,生鲜水果,,生鲜类,释迦果
755Y,茶叶项目,茶类,,副食干货类,乌龙茶
757Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
757Y,茶叶项目,茶类,,副食干货类,红茶
760Y,肉类熟食项目,生鲜肉类,,生鲜类,蛇肉
769Y,干货项目,休闲食品,,副食干货类,蜜饯果干
771Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
791Y,滋补品项目,中药材,,医药保健,灵芝
791Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
931Y,预制菜项目,熟食类,,副食干货类,熟食海鲜
931Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
931Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
991Y,预制菜项目,粮油调味,,副食干货类,豆制品
991Y,海鲜水产项目,海鲜水产,,生鲜类,海兔子
010Y,预制菜项目,冻食类,万元,副食干货类,饺子
020Y,蔬菜项目,生鲜蔬菜,,生鲜类,菌菇
020Y,苹果项目,生鲜水果,万元,生鲜类,苹果
020Y,茶叶项目,茶类,,副食干货类,苦茶
021Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
022Y,禽鱼项目,活体类,,生鲜类,禽类
023Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
025Y,月饼项目,月饼类,,副食干货类,普通月饼
025Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
027Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
028Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
029Y,枣项目,休闲食品,万元,副食干货类,红枣
029Y,常温水果项目,生鲜水果,,生鲜类,鲜核桃
311Y,预制菜项目,冻食类,,副食干货类,丸子
316Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
316Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
351Y,禽鱼项目,活体类,,生鲜类,观赏类
371Y,蔬菜项目,生鲜蔬菜,,生鲜类,菜苗
431Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
451Y,茶叶项目,茶类,,副食干货类,藏茶/老茶
471Y,预制菜项目,粮油调味,,副食干货类,豆制品
510Y,花卉苗木项目,鲜花类,,生鲜类,鲜花
512Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
531Y,参茸项目,中药材,,医药保健,人参
532Y,蔬菜项目,生鲜蔬菜,,生鲜类,芋头
532Y,牛羊肉项目,生鲜肉类,,生鲜类,牛排
532Y,参茸项目,干货,万元,副食干货类,鹿产品
551Y,月饼项目,月饼类,,副食干货类,普通月饼
574Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
577Y,海鲜水产项目,海鲜水产,,生鲜类,甲鱼
577Y,茶叶项目,茶类,,副食干货类,绿茶
579Y,肉类熟食项目,生鲜蛋品,,生鲜类,鹅蛋
579Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
595Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
595Y,茶叶项目,茶类,,副食干货类,龙井
731Y,粽子项目,熟食类,万元,副食干货类,粽子
731Y,月饼项目,月饼类,,副食干货类,普通月饼
731Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
752Y,茶叶项目,茶类,,副食干货类,黄茶
755Y,肉类熟食项目,生鲜肉类,,生鲜类,蛇肉
755Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
757Y,预制菜项目,熟食类,,副食干货类,凉拌菜
757Y,肉类熟食项目,生鲜肉类,,生鲜类,猪肉
760Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
769Y,茶叶项目,茶类,,副食干货类,龙井
791Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
010Y,瓜项目,生鲜水果,,生鲜类,香瓜/甜瓜
020Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
021Y,瓜项目,生鲜水果,,生鲜类,西瓜
022Y,常温水果项目,生鲜水果,,生鲜类,桑葚
023Y,干货项目,休闲食品,,副食干货类,蜜饯果干
023Y,茶叶项目,茶类,,副食干货类,龙井
024Y,肉类熟食项目,生鲜肉类,,生鲜类,狗肉
024Y,常温水果项目,生鲜水果,,生鲜类,蛋黄果
024Y,常温水果项目,生鲜水果,,生鲜类,覆盆莓
025Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,花菜
028Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
029Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
311Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
316Y,茶叶项目,茶类,,副食干货类,龙井
351Y,海鲜水产项目,干货,万元,副食干货类,海产干货
351Y,常温水果项目,生鲜水果,,生鲜类,蔓越莓
351Y,常温水果项目,生鲜水果,,生鲜类,木瓜
371Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
431Y,海鲜水产项目,海鲜水产,,生鲜类,鲍鱼
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,其它新鲜蔬菜
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
510Y,滋补品项目,中药材,,医药保健,鹿血
510Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
510Y,茶叶项目,茶类,,副食干货类,普洱
512Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
517Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
517Y,龙虾项目,海鲜水产,万元,生鲜类,龙虾
532Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
571Y,滋补品项目,保健滋补,,医药保健,阿胶
571Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
574Y,预制菜项目,熟食类,,副食干货类,香肠火腿
595Y,干货项目,休闲食品,,副食干货类,蜜饯果干
731Y,蔬菜项目,生鲜蔬菜,,生鲜类,菌菇
731Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
752Y,蟹项目,蟹类,,生鲜类,蟹肉蟹杂
755Y,肉类熟食项目,生鲜蛋品,,生鲜类,鹅蛋
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
769Y,肉类熟食项目,生鲜蛋品,,生鲜类,鹅蛋
791Y,蟹项目,蟹类,,生鲜类,螃蟹
